ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,PaymentReceived,ReceivedDate,JobTitle,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails,Link
4190,Payment received on 25 July 2023 - £744.59,4188,2023-08-07,2024-03-18,,Employment and earnings - Ad hoc payments,1406,Jon Cruddas,True,2023-07-25,,Monetary,,744.59,7.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4190
4212,Payment received on 23 October 2023 - £900.00,4211,2023-11-09,2024-03-18,,Employment and earnings - Ad hoc payments,4476,Dr James Davies,True,2023-10-23,,Monetary,,900.00,12.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4212
4213,Payment received on 23 November 2023 - £300.00,4211,2023-11-29,2024-03-18,,Employment and earnings - Ad hoc payments,4476,Dr James Davies,True,2023-11-23,,Monetary,,300.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4213
4386,Payment expected for services on 04 November 2023 - £150.00,4381,2023-11-08,2024-03-18,,Employment and earnings - Ad hoc payments,4917,Ms Anum Qaisar,False,2023-11-04,,Monetary,for an article written on 4 November 2023.,150.00,2.50,,False,,False,,,True,Paid direct to the recipient by the payer,Charity,,https://interests-api.parliament.uk/api/v1/Interests/4386
4450,Payment expected for services on 14 October 2023 - £220.00,4428,2023-10-17,2024-03-18,,Employment and earnings - Ad hoc payments,4627,Douglas Ross,False,2023-10-14,,Monetary,for Peterhead v Dundee United on 14 October 2023.,220.00,1.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4450
5383,"Payment received on 14 September 2023 - £8,165.06",4914,2023-10-17,2024-03-18,,Employment and earnings - Ad hoc payments,8,Baroness May of Maidenhead,True,2023-09-14,,Monetary,"towards the purchase of 850 copies of my book as advance, partial payment for the speaking engagement.",8165.06,0.00,none,True,Google UK,False,"6 Pancras Sq, London N1C 4AG",,True,Paid direct to the recipient by the payer,Other,"Headline Publishing, Carmelite House, 50 Victoria Embankment, London EC4Y 0DZ",https://interests-api.parliament.uk/api/v1/Interests/5383
4912,"Payment received on 14 September 2023 - £20,500.00",4909,2023-10-11,2024-03-18,,Employment and earnings - Ad hoc payments,8,Baroness May of Maidenhead,True,2023-09-14,,Monetary,as a further advance on a book.,20500.00,0.00,no additional hours,True,Headline Publishing,False,"Carmelite House, 50 Victoria Embankment, London EC4Y 0DZ",,True,Paid direct to the recipient by the payer,Other,The Office of Theresa May Limited,https://interests-api.parliament.uk/api/v1/Interests/4912
5021,Payment received on 28 October 2023 - £758.00,5020,2023-11-01,2024-03-18,,Employment and earnings - Ad hoc payments,1440,Pete Wishart,True,2023-10-28,,Monetary,,758.00,0.00,No additional hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5021
4411,"Payment received on 25 May 2023 - £29,290.47",4408,2023-05-30,2024-03-18,,Employment and earnings - Ad hoc payments,4099,Sir Jacob Rees-Mogg,True,2023-05-25,,Monetary,,29290.47,40.00,including preparation,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4411
4410,"Payment received on 27 April 2023 - £29,290.47",4408,2023-05-04,2024-03-18,,Employment and earnings - Ad hoc payments,4099,Sir Jacob Rees-Mogg,True,2023-04-27,,Monetary,,29290.47,40.00,including preparation,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4410
3879,"Payment received on 01 March 2024 - £10,000.00",3871,2024-03-04,2024-03-18,,Employment and earnings - Ad hoc payments,1446,Chris Bryant,True,2024-03-01,,Monetary,for the rights to make a television series based on my book.,10000.00,0.00,no additional hours,True,Mother Pictures Ltd,False,"Biscuit Building, 10 Redchurch Street, London E2 7DD",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3879
3874,"Payment received on 17 May 2023 - £13,500.00",3871,2023-05-24,2024-03-18,,Employment and earnings - Ad hoc payments,1446,Chris Bryant,True,2023-05-17,,Monetary,for an advance on another book.,13500.00,20.00,,True,Bloomsbury Publishing,False,"50 Bedford Square, London WC1B 3DP",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3874
4107,"Payment expected for services on 12 July 2023 - £2,500.00",4105,2023-08-17,2024-03-18,,Employment and earnings - Ad hoc payments,4106,Sir Robert Buckland,False,2023-07-12,,Monetary,for a briefing I conducted on 12 July 2023.,2500.00,3.00,(including preparation),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4107
4104,Payment expected for services on 09 November 2023 - £500.00,4094,2023-11-29,2024-03-18,,Employment and earnings - Ad hoc payments,4106,Sir Robert Buckland,False,2023-11-09,,Monetary,for speaking at a conference in Birmingham on 9 November 2023.,500.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4104
4231,"Payment received on 27 July 2023 - £2,916.67",4226,2023-07-27,2024-03-18,,Employment and earnings - Ad hoc payments,1565,Sir Philip Davies,True,2023-07-27,,Monetary,for presenting four episodes of a current affairs programme.,2916.67,28.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4231
4230,"Payment received on 29 June 2023 - £9,357.80",4226,2023-06-29,2024-03-18,,Employment and earnings - Ad hoc payments,1565,Sir Philip Davies,True,2023-06-29,,Monetary,for presenting twelve episodes of a current affairs programme.,9357.80,40.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4230
3841,"Payment received on 16 August 2023 - £32,000.00",3837,2023-09-04,2024-03-18,,Employment and earnings - Ad hoc payments,4097,Elizabeth Truss,True,2023-08-16,,Monetary,for a speaking engagement,32000.00,2.00,,True,The Alliance for Public Awareness,False,"103 Friern Barnet Road, London N11 3EU",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3841
4597,Payment received on 21 March 2023 - £244.44,4596,2023-09-13,2024-03-18,,Employment and earnings - Ad hoc payments,1390,Mr John Baron,True,2023-03-21,,Monetary,,244.44,0.00,no additional hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4597
4134,"Payment received on 11 January 2024 - £1,000.00",4133,2024-01-29,2024-03-18,,Employment and earnings - Ad hoc payments,1489,Dawn Butler,True,2024-01-11,,Monetary,for an appearance on the Black Women Rising podcast.,1000.00,4.00,,True,Leanne Pero Foundation,False,"Unit 419, Peckham Levels, Peckham Town Centre Car Park, Peckham, London SE15 4ST",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4134
3823,Payment expected for services on 13 December 2023 - £150.00,3818,2023-12-13,2024-03-18,,Employment and earnings - Ad hoc payments,4110,Dame Karen Bradley,False,2023-12-13,,Monetary,for a meeting.,150.00,1.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3823
4150,Payment received on 14 November 2023 - £250.00,4141,2023-11-29,2024-03-18,,Employment and earnings - Ad hoc payments,4865,Miriam Cates,True,2023-11-14,,Monetary,,250.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4150
4151,Payment received on 28 November 2023 - £250.00,4141,2023-11-29,2024-03-18,,Employment and earnings - Ad hoc payments,4865,Miriam Cates,True,2023-11-28,,Monetary,,250.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4151
4069,"Payment received on 31 October 2023 - £2,000.00",4067,2023-11-01,2024-03-18,,Employment and earnings - Ad hoc payments,1539,Mr Ben Wallace,True,2023-10-31,,Monetary,for an article written on 12 October 2023.,2000.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4069
4187,"Payment received on 14 June 2023 - £100,000.00",4185,2023-07-11,2024-03-18,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2023-06-14,,Monetary,(plus VAT) for legal services provided between 1 April 2022 and 31 May 2023,100000.00,100.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4187
4183,"Payment received on 01 June 2023 - £12,970.68",4181,2023-06-19,2024-03-18,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2023-06-01,,Monetary,(no VAT) for legal services provided between 1 February and 31 May 2023,12970.68,12.00,approx,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4183
4355,Payment received on 27 April 2023 - £96.33,4353,2023-05-05,2024-03-18,,Employment and earnings - Ad hoc payments,3991,Jesse Norman,True,2023-04-27,,Monetary,as book royalties.,96.33,0.00,no additional hours,True,Everyman's Library Ltd,False,"Random House Group Ltd, 50 Albemarle Street, London W1S 4BD",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4355
4336,"Payment received on 03 October 2023 - £1,368.17",4335,2023-10-16,2024-03-18,,Employment and earnings - Ad hoc payments,1211,Sir Andrew Mitchell,True,2023-10-03,,Monetary,interim sales payment,1368.17,0.00,no additional hours,True,Biteback Publishing,False,"21 Marina Court, Castle Street, Hull HU1 1TJ",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4336
4423,"Payment expected for services on 03 November 2023 - £30,000.00",4422,2023-11-30,2024-03-18,,Employment and earnings - Ad hoc payments,4099,Sir Jacob Rees-Mogg,False,2023-11-03,,Monetary,for participating in a debate on 3 November 2023.,30000.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4423
4111,Payment received on 24 June 2022 - £100.00,4106,2023-09-19,2024-03-18,,Employment and earnings - Ad hoc payments,1593,Sammy Wilson,True,2022-06-24,,Monetary,,100.00,0.25,,False,,False,,,True,Donated by the Member to the recipient,Charity,,https://interests-api.parliament.uk/api/v1/Interests/4111
4303,Payment received on 21 December 2023 - £750.00,4302,2024-01-03,2024-03-18,,Employment and earnings - Ad hoc payments,4529,Lord Mackinlay of Richborough,True,2023-12-21,,Monetary,for an article for the Mail on Sunday published on 24 September 2023.,750.00,1.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4303
4325,"Payment received on 29 June 2023 - £10,623.22",4321,2023-07-14,2024-03-18,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2023-06-29,,Monetary,for presenting eight episodes of a current affairs programme.,10623.22,23.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4325
4326,"Payment received on 27 July 2023 - £3,166.66",4321,2023-08-03,2024-03-18,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2023-07-27,,Monetary,for presenting four episodes of a current affairs programme.,3166.66,14.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4326
4311,"Payment received on 03 May 2023 - £1,333.00",4308,2023-05-17,2024-03-18,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2023-05-03,,Monetary,for four articles in the Daily Express.,1333.00,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4311
4374,Payment received on 23 November 2023 - £300.00,4367,2023-12-08,2024-03-18,,Employment and earnings - Ad hoc payments,4370,Jess Phillips,True,2023-11-23,,Monetary,for an appearance on the weekly New Paper Review slot in November 2023.,300.00,1.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4374
4947,"Payment received on 24 August 2023 - £12,252.00",4938,2023-09-05,2024-03-18,,Employment and earnings - Ad hoc payments,3932,Dr Dan Poulter,True,2023-08-24,,Monetary,for weekend and antisocial hours redeployment.,12252.00,0.00,No additional hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4947
4735,"Payment received on 31 January 2024 - £1,000.00",4732,2024-02-21,2024-03-18,,Employment and earnings - Ad hoc payments,3934,George Eustice,True,2024-01-31,,Monetary,"for attending policy discussions on software development relating to tree survival, habitat mapping and associated written advice.",1000.00,4.00,,False,,False,,,True,Paid direct to the recipient by the payer,Other,Penbroath Ltd,https://interests-api.parliament.uk/api/v1/Interests/4735
5127,"Payment received on 25 August 2023 - £1,811.76",4239,2023-08-30,2024-03-18,,Employment and earnings - Ad hoc payments,4993,Keir Mather,True,2023-08-25,,Monetary,as payment in lieu of notice.,1811.76,0.00,no additional hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5127
3793,"Payment received on 11 December 2023 - £12,000.00",3792,2024-01-04,2024-03-18,,Employment and earnings - Ad hoc payments,4014,Lord Sharma,True,2023-12-11,,Monetary,for a speaking engagement.,12000.00,3.00,,True,WHEB Asset Management LLP,False,"7 Cavendish Square, London W1G 0PE",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3793
4518,"Payment received on 29 February 2024 - £2,916.67",4226,2024-03-06,2024-03-18,,Employment and earnings - Ad hoc payments,1565,Sir Philip Davies,True,2024-02-29,,Monetary,for being a contributor to ten various programmes.,2916.67,20.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4518
3808,"Payment received on 18 July 2023 - £2,500.00",3807,2023-07-31,2024-03-18,,Employment and earnings - Ad hoc payments,4518,Tulip Siddiq,True,2023-07-18,,Monetary,,2500.00,30.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3808
3813,Payment received on 03 May 2023 - £400.00,3812,2023-05-18,2024-03-18,,Employment and earnings - Ad hoc payments,1609,Chloe Smith,True,2023-05-03,,Monetary,,400.00,1.00,,False,,False,,,True,Donated by the Member to the recipient,Charity,,https://interests-api.parliament.uk/api/v1/Interests/3813
4586,"Payment received on 30 March 2023 - £2,000.00",4584,2023-05-02,2024-03-18,,Employment and earnings - Ad hoc payments,4639,Bim Afolami,True,2023-03-30,,Monetary,Payment made to Warre Constable LLP.,2000.00,15.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4586
4585,"Payment received on 28 February 2023 - £2,000.00",4584,2023-05-02,2024-03-18,,Employment and earnings - Ad hoc payments,4639,Bim Afolami,True,2023-02-28,,Monetary,Payment made to Warre Constable LLP.,2000.00,15.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4585
4191,Payment received on 25 October 2023 - £833.08,4188,2023-11-07,2024-03-18,,Employment and earnings - Ad hoc payments,1406,Jon Cruddas,True,2023-10-25,,Monetary,,833.08,7.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4191
4210,Payment received on 21 December 2023 - £270.00,4207,2024-01-15,2024-03-18,,Employment and earnings - Ad hoc payments,4476,Dr James Davies,True,2023-12-21,,Monetary,,270.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4210
4397,Payment received on 31 October 2023 - £350.00,4392,2023-10-31,2024-03-18,,Employment and earnings - Ad hoc payments,4007,Dominic Raab,True,2023-10-31,,Monetary,for a column published on 21 October 2023.,350.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4397
4449,Payment expected for services on 30 September 2023 - £184.00,4428,2023-10-05,2024-03-18,,Employment and earnings - Ad hoc payments,4627,Douglas Ross,False,2023-09-30,,Monetary,for Dundee United v Queen’s Park on 30 September 2023.,184.00,1.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4449
4435,Payment expected for services on 21 May 2023 - £445.00,4428,2023-05-24,2024-03-18,,Employment and earnings - Ad hoc payments,4627,Douglas Ross,False,2023-05-21,,Monetary,for Hibs v Rangers on 21 May 2023.,445.00,1.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4435
5381,"Payment received on 28 September 2023 - £6,885.00",4914,2023-10-17,2024-03-18,,Employment and earnings - Ad hoc payments,8,Baroness May of Maidenhead,True,2023-09-28,,Monetary,towards the purchase of 850 copies of my book as further payment for the speaking engagement.,6885.00,3.00,,True,Google UK,False,"6 Pancras Sq, London N1C 4AG",,True,Paid direct to the recipient by the payer,Other,"Headline Publishing, Carmelite House, 50 Victoria Embankment, London EC4Y 0DZ",https://interests-api.parliament.uk/api/v1/Interests/5381
4910,"Payment received on 18 May 2023 - £20,500.00",4909,2023-06-15,2024-03-18,,Employment and earnings - Ad hoc payments,8,Baroness May of Maidenhead,True,2023-05-18,,Monetary,as an initial advance on a book.,20500.00,350.00,estimated over two years,True,Headline Publishing,False,"Carmelite House, 50 Victoria Embankment, London EC4Y 0DZ",,True,Paid direct to the recipient by the payer,Other,The Office of Theresa May Limited,https://interests-api.parliament.uk/api/v1/Interests/4910
4412,"Payment received on 29 June 2023 - £29,290.47",4408,2023-07-07,2024-03-18,,Employment and earnings - Ad hoc payments,4099,Sir Jacob Rees-Mogg,True,2023-06-29,,Monetary,,29290.47,40.00,including preparation,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4412
3877,"Payment received on 09 November 2023 - £8,000.00",3871,2023-11-10,2024-03-18,,Employment and earnings - Ad hoc payments,1446,Chris Bryant,True,2023-11-09,,Monetary,for an option on my book.,8000.00,0.00,no additional hours,True,Pathé Pictures UK,False,"6 Ramillies Street, London W1F 7TY",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3877
3889,Payment received on 19 January 2023 - £100.00,3888,2023-06-27,2024-03-18,,Employment and earnings - Ad hoc payments,1446,Chris Bryant,True,2023-01-19,,Monetary,for an article.,100.00,0.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3889
4110,Payment received on 09 August 2023 - £500.00,4109,2023-08-18,2024-03-18,,Employment and earnings - Ad hoc payments,4106,Sir Robert Buckland,True,2023-08-09,,Monetary,for a talk and Q&A session I conducted on 4 August 2023 at Saint Anne's College as part of the Oxford Institute Executive Leadership Programme 2023.,500.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4110
4121,Payment received on 29 November 2023 - £350.00,4120,2023-11-30,2024-03-18,,Employment and earnings - Ad hoc payments,1489,Dawn Butler,True,2023-11-29,,Monetary,for delivering a session of a development programme.,350.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4121
4238,"Payment received on 21 December 2023 - £3,781.71",4226,2024-01-02,2024-03-18,,Employment and earnings - Ad hoc payments,1565,Sir Philip Davies,True,2023-12-21,,Monetary,for presenting one episode of a current affairs programme and being a contributor to ten various other programmes.,3781.71,20.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4238
4229,"Payment received on 31 May 2023 - £10,379.54",4226,2023-05-31,2024-03-18,,Employment and earnings - Ad hoc payments,1565,Sir Philip Davies,True,2023-05-31,,Monetary,for presenting ten episodes of a current affairs programme.,10379.54,40.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4229
4222,Payment received on 02 November 2023 - £500.00,4218,2023-11-09,2024-03-18,,Employment and earnings - Ad hoc payments,1565,Sir Philip Davies,True,2023-11-02,,Monetary,for a column in the Daily Express.,500.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4222
4854,Payment received on 01 December 2023 - £400.00,4853,2023-12-19,2024-03-18,,Employment and earnings - Ad hoc payments,350,Sir John Hayes,True,2023-12-01,,Monetary,for a column in the Sunday Express.,400.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4854
3822,Payment expected for services on 22 November 2023 - £150.00,3818,2023-11-28,2024-03-18,,Employment and earnings - Ad hoc payments,4110,Dame Karen Bradley,False,2023-11-22,,Monetary,for a meeting.,150.00,1.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3822
4092,Payment expected for services on 15 November 2023 - £100.00,4089,2023-11-21,2024-03-18,,Employment and earnings - Ad hoc payments,4106,Sir Robert Buckland,False,2023-11-15,,Monetary,an article written on 15 November 2023.,100.00,1.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4092
4139,"Payment received on 30 January 2024 - £1,650.00",4138,2024-02-06,2024-03-18,,Employment and earnings - Ad hoc payments,1442,Mr Alistair Carmichael,True,2024-01-30,,Monetary,for attending eleven meetings.,1650.00,11.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4139
4155,Payment received on 23 October 2023 - £100.00,4153,2024-01-23,2024-03-18,,Employment and earnings - Ad hoc payments,4865,Miriam Cates,True,2023-10-23,,Monetary,,100.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4155
3844,"Payment received on 14 December 2023 - £30,000.00",3837,2024-01-08,2024-03-18,,Employment and earnings - Ad hoc payments,4097,Elizabeth Truss,True,2023-12-14,,Monetary,for a speaking engagement including a Q and A at XLod Global conference.,30000.00,2.00,,True,1LoD,False,"30 Churchill Place, London E14 5RE",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3844
4071,"Payment received on 28 November 2023 - £2,000.00",4067,2023-12-08,2024-03-18,,Employment and earnings - Ad hoc payments,1539,Mr Ben Wallace,True,2023-11-28,,Monetary,for an article written on 26 October 2023.,2000.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4071
4739,"Payment received on 16 February 2024 - £8,334.00",4738,2024-02-21,2024-03-18,,Employment and earnings - Ad hoc payments,3934,George Eustice,True,2024-02-16,,Monetary,,8334.00,48.00,,False,,False,,,True,Paid direct to the recipient by the payer,Other,Penbroath Ltd,https://interests-api.parliament.uk/api/v1/Interests/4739
5122,"Payment received on 15 February 2024 - £58,826.33",4711,2024-03-11,2024-03-18,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2024-02-15,,Monetary,(no VAT) for legal services provide between 1 September 2023 and 31 January 2024,58826.33,50.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5122
4176,"Payment received on 29 December 2023 - £6,000.00",4172,2024-01-23,2024-03-18,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2023-12-29,,Monetary,(no VAT) legal services provided between 1 May and 1 July 2023,6000.00,6.00,approx,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4176
4356,Payment received on 20 July 2023 - £41.97,4353,2023-08-04,2024-03-18,,Employment and earnings - Ad hoc payments,3991,Jesse Norman,True,2023-07-20,,Monetary,as royalties and licence payments from books.,41.97,0.00,no additional hours,True,Citic Publishing House,False,"8-10F Block 2 Fusheng Bldg A4 Huixin East Street Beijing, 100029 China",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4356
5010,"Payment received on 23 June 2023 - £1,000.00",5008,2023-06-23,2024-03-18,,Employment and earnings - Ad hoc payments,1428,Sir Bill Wiggin,True,2023-06-23,,Monetary,received as a bonus payment.,1000.00,0.00,no additional hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5010
4086,Payment received on 08 December 2022 - £75.00,4085,2023-09-19,2024-03-18,,Employment and earnings - Ad hoc payments,1593,Sammy Wilson,True,2022-12-08,,Monetary,,75.00,0.25,,False,,False,,,True,Paid direct to the recipient by the payer,Charity,,https://interests-api.parliament.uk/api/v1/Interests/4086
4292,Payment received on 03 October 2023 - £400.00,4291,2023-10-23,2024-03-18,,Employment and earnings - Ad hoc payments,4789,Marco Longhi,True,2023-10-03,,Monetary,for an article in the Daily Express.,400.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4292
4305,Payment received on 22 May 2023 - £750.00,4304,2023-05-24,2024-03-18,,Employment and earnings - Ad hoc payments,4495,Kit Malthouse,True,2023-05-22,,Monetary,for an article published on 27 April 2023.,750.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4305
4324,"Payment received on 25 May 2023 - £11,862.36",4321,2023-06-06,2024-03-18,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2023-05-25,,Monetary,for presenting eight episodes of a current affairs programme.,11862.36,28.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4324
4329,"Payment received on 26 October 2023 - £3,916.66",4321,2023-11-09,2024-03-18,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2023-10-26,,Monetary,for presenting four episodes of a current affairs programme.,3916.66,18.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4329
4316,"Payment received on 05 September 2023 - £1,683.00",4308,2023-09-19,2024-03-18,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2023-09-05,,Monetary,for four articles in the Daily Express.,1683.00,9.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4316
4348,"Payment received on 31 January 2024 - £1,859.55",4341,2024-02-16,2024-03-18,,Employment and earnings - Ad hoc payments,1466,Dr Andrew Murrison,True,2024-01-31,,Monetary,,1859.55,50.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4348
4369,Payment received on 23 June 2023 - £900.00,4367,2023-06-27,2024-03-18,,Employment and earnings - Ad hoc payments,4370,Jess Phillips,True,2023-06-23,,Monetary,for three appearances on the weekly News Paper review slot in April 2023.,900.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4369
5000,Payment received on 03 July 2023 - £500.00,4999,2023-08-01,2024-03-18,,Employment and earnings - Ad hoc payments,4015,Iain Stewart,True,2023-07-03,,Monetary,,500.00,3.00,,False,,False,,,True,Paid direct to the recipient by the payer,Charity,,https://interests-api.parliament.uk/api/v1/Interests/5000
3836,Payment received on 15 May 2023 - £560.95,3835,2023-05-15,2024-03-18,,Employment and earnings - Ad hoc payments,4479,Nick Thomas-Symonds,True,2023-05-15,,Monetary,(excluding VAT) as royalties for books written before entering Parliament.,560.95,0.00,no additional hours,True,Bloomsbury Publishing PLC,False,"50 Bedford Square, London WC1B 3DB",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3836
3769,Payment received on 15 February 2024 - £150.00,3766,2024-02-16,2024-03-18,,Employment and earnings - Ad hoc payments,4414,Paul Scully,True,2024-02-15,,Monetary,,150.00,1.00,(including preparation),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3769
3797,"Payment expected for services on 09 January 2024 - £12,500.00",3794,2024-01-16,2024-03-18,,Employment and earnings - Ad hoc payments,4014,Lord Sharma,False,2024-01-09,,Monetary,as a further part-fee for a speaking engagement on 9 January 2024.,12500.00,6.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3797
4512,"Payment received on 08 March 2024 - £2,016.00",4511,2024-03-11,2024-03-18,,Employment and earnings - Ad hoc payments,4060,Sir Jake Berry,True,2024-03-08,,Monetary,for writing four articles for the Sunday Express,2016.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4512
4525,Payment received on 31 January 2024 - £500.00,3963,2024-03-11,2024-03-18,,Employment and earnings - Ad hoc payments,4490,Dame Andrea Jenkyns,True,2024-01-31,,Monetary,for two appearances on shows on GB News.,500.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4525
4064,Payment received on 13 June 2023 - £500.00,4058,2023-06-13,2024-03-18,,Employment and earnings - Ad hoc payments,4844,Matt Vickers,True,2023-06-13,,Monetary,,500.00,3.00,,False,,False,,,True,Paid direct to the recipient by the payer,Local party organisation,,https://interests-api.parliament.uk/api/v1/Interests/4064
4486,Payment expected for services on 25 November 2023 - £450.00,4428,2023-11-27,2024-03-18,,Employment and earnings - Ad hoc payments,4627,Douglas Ross,False,2023-11-25,,Monetary,for Ross County v Kilmarnock on 25 November 2023.,450.00,1.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4486
4487,Payment expected for services on 03 December 2023 - £450.00,4428,2023-12-04,2024-03-18,,Employment and earnings - Ad hoc payments,4627,Douglas Ross,False,2023-12-03,,Monetary,for Hibs v Aberdeen on 3 December 2023.,450.00,1.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4487
